Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,14.7347319,11.07135591,0.502869592,3442,0,5.4376847,2.710660507,
2.106572371,1145,,,,37.84971293,11.05735899,1.008913355,5736,0,11.01307089,3.436809919,
3.790804371,1240,,,,69.8736762,11.0344378,1.716878548,7624,0,18.78653822,3.719565716,
5.570267371,1335,,,,108.2695745,11.00688702,2.563004712,9344,0,28.05234591,3.859904896,
7.317238871,1430,,,,148.5863864,10.98110339,3.533759032,10842,0,38.6730404,3.842254815,
9.102572371,1525,,,,198.2882389,10.95211736,4.832001154,12438,0,52.78836237,3.756564483,
10.88610712,1620,,,,267.7093702,10.90873785,6.503761764,14151,0,70.71670869,3.785683816,
12.59499737,1715,,,,337.9173884,10.84874154,8.422237019,15894,0,91.20470009,3.705100125,
14.30523212,1810,,,,426.7025124,10.67804302,10.98064733,17664,0,117.0183489,3.646474086,
16.09573062,1905,,,,426.7025124,10.67804302,10.98064733,17664,0,117.0183489,3.646474086,
17.82431437,2000,,,,426.7025124,10.67804302,10.98064733,17664,0,117.0183489,3.646474086,
