Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1000,,,,-0.19452036377170445,11.090246495217224,0.08422981774591082,1,0,0.8228193855451025,0.10585612306919856,,
1.8482988039999735,1100,,,,12.485729646054798,11.088296520515083,0.14218425566465465,2826,0,1.4271125159284512,8.758306295111328,,
3.2954053040000146,1200,,,,26.8117048986957,11.083809597701752,0.2698379479676636,4029,0,2.858054272294777,9.381254879068717,,
4.7560010540000635,1300,,,,46.06102002968631,11.077456228797036,0.4806152189523959,5204,0,5.206206345435965,8.847812281179122,,
6.2159543039999905,1400,,,,68.41216055617758,11.069686249083084,0.7590205995827085,6257,0,8.276015256408368,8.266794945409872,,
7.715470303999959,1500,,,,91.9055535017617,11.058778811776353,1.08169517715334,7156,0,11.809580479099463,7.782629837418802,,
9.187136304000067,1600,,,,118.81053726008521,11.044467660028989,1.5384500912791048,8138,0,16.852489209425993,7.050265790707509,,
10.652736053999933,1700,,,,150.58345903902912,11.026323150920316,2.1313888102003267,9124,0,23.36854116038359,6.443889833757212,,
12.120598803999924,1800,,,,185.48954575926683,11.004119993766645,2.897785618027114,10172,0,31.774719871851936,5.837743226042982,,
13.581350054000037,1900,,,,223.794233220177,10.976400690193902,3.7631077211250394,11164,0,41.14498381587965,5.439222835598233,,
15.057490054000002,2000,,,,250.0600183022455,10.952558301880615,4.512823303379898,11943,0,49.25936478731033,5.076481268066174,,
