Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,8.632510762235135,7.4575584170966405,0.4038149055791781,0,0,2.8725099914953938,0,,
2.292261312499922,1145,,,,24.768142590230518,7.4463252524000465,0.7590173381507712,3863,0,5.539863084004999,4.471263831478041,,
4.037511562500033,1240,,,,44.66076844298627,7.429560161264578,1.2821472827640383,5141,0,9.402385438252002,4.750160770874265,,
5.87111931250007,1335,,,,68.49866336939974,7.410261654343465,1.8924054165241428,6320,0,13.916876879648237,4.922276398241473,,
7.571889312499972,1430,,,,93.59775358866656,7.388920747074403,2.5876187795582863,7370,0,18.991496211733995,4.92857063128675,,
9.291730562499957,1525,,,,125.99648553157755,7.363757419083131,3.520474021789705,8561,0,25.86753771786669,4.871043335784383,,
10.981165562499921,1620,,,,166.20438982744324,7.330678853416506,4.714690687169549,9783,0,34.44714471095567,4.824945898503316,,
12.771072062499867,1715,,,,208.91569940268275,7.289009126978934,6.010197076051883,10947,0,43.62916353804988,4.788556438393147,,
14.486317062500003,1810,,,,260.8696428540022,7.2357930070290575,7.686862806311251,12144,0,55.475880193539254,4.702480019733082,,
16.12714181249989,1905,,,,318.72764711250767,7.173065690468897,9.696468773211235,13410,0,69.37750542322975,4.594131493513912,,
17.8413745625,2000,,,,345.94317622847996,6.916961465954573,10.956708668893786,13907,0,75.67857074140385,4.571236480888868,,
