Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,15.1716542,11.09112818,0.511372869,3421,0,5.538871806,2.740760402,
2.225955137,1145,,,,37.12945922,11.07653866,0.990806289,5721,0,10.85677388,3.420232287,
3.927192137,1240,,,,66.36181263,11.05689797,1.653173393,7581,0,18.13740871,3.659036226,
5.627938137,1335,,,,99.53573312,11.03329977,2.48449179,9251,0,27.24751572,3.653252101,
7.386535137,1430,,,,139.2125709,11.01404604,3.369576874,10750,0,37.04162291,3.7583617,
9.290024387,1525,,,,189.203533,10.99163369,4.589569127,12380,0,50.30377287,3.761320532,
10.98309964,1620,,,,253.9539264,10.94952686,6.158224684,14211,0,67.31248237,3.772802517,
12.69600564,1715,,,,329.2751017,10.88326101,8.033030464,16102,0,87.32933925,3.770489257,
14.45386464,1810,,,,415.7730241,10.79600412,10.40171356,17986,0,112.3124968,3.702010565,
16.18342914,1905,,,,415.7730241,10.79600412,10.40171356,17986,0,112.3124968,3.702010565,
17.85764889,2000,,,,415.7730241,10.79600412,10.40171356,17986,0,112.3124968,3.702010565,
