Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,15.84421196,11.10112375,0.374079692,3420,0,4.052182671,3.910130155,
2.334167247,1145,,,,43.2184166,11.08885669,0.86092679,5945,0,9.428145138,4.58468009,
4.230534997,1240,,,,75.29413626,11.07050166,1.472281548,7881,0,16.20898468,4.645123348,
6.062448247,1335,,,,114.0519005,11.04793982,2.250615246,9576,0,24.71530952,4.614701027,
7.872502997,1430,,,,152.7634108,11.02213895,3.143901722,11110,0,34.52257023,4.425282938,
9.731303747,1525,,,,201.064775,10.99076304,4.276502983,12657,0,46.82773088,4.29396622,
11.55075875,1620,,,,260.8654941,10.95250473,5.746469052,14262,0,62.80355987,4.153726699,
13.396579,1715,,,,327.2931793,10.89813357,7.42806013,15925,0,80.78490363,4.051419722,
15.3306695,1810,,,,410.6465418,10.82424171,9.878684872,17801,0,106.8535196,3.843104207,
17.19365825,1905,,,,410.6465418,10.82424171,9.878684872,17801,0,106.8535196,3.843104207,
19.03649775,2000,,,,410.6465418,10.82424171,9.878684872,17801,0,106.8535196,3.843104207,
