Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1000,,,,-0.7132754914614412,7.4020705732716205,0.030399468929480467,0,0,0.12574544407362925,0,,
1.811101255999843,1100,,,,2.639707953770402,7.399656469778594,0.09205888828731658,1834,0,0.5392389445624696,4.891949374746318,,
3.2821382559997963,1200,,,,7.893789032492628,7.398328301570752,0.14877669308353933,2872,0,0.9776594185320704,8.072084055277612,,
4.749267755999811,1300,,,,15.148643043869336,7.394903350625344,0.23186012818986756,3761,0,1.5998422943754083,9.471377256357016,,
6.217094505999796,1400,,,,21.325196554591273,7.392029844989516,0.35288382662655515,4611,0,2.467741045027698,8.641388602702095,,
7.68844050599977,1500,,,,30.734326696912987,7.386806214720968,0.5035327398199637,5450,0,3.5883424869902507,8.56564562082242,,
9.147217005999796,1600,,,,42.826505981748824,7.381935738427013,0.683317241738012,6233,0,4.897677780993909,8.746433923885181,,
10.627207755999791,1700,,,,53.85542218164774,7.3753236849033454,0.8847123281695376,6944,0,6.384301724177769,8.435773423152387,,
12.093177755999845,1800,,,,67.7265363283822,7.36701821610001,1.130776058507878,7685,0,8.19839528599905,8.26107347972477,,
13.557682755999839,1900,,,,82.97475419325198,7.3565782638477115,1.4546498366520617,8431,0,10.566544940366816,7.8525752836090845,,
15.02139175599979,2000,,,,96.9116066176292,7.346591454651728,1.795030489642959,9068,0,13.06219534093099,7.419525267197967,,
