Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,14.48024091,11.1222933,0.499334351,3565,0,5.42918307,2.669129569,
2.276895711,1145,,,,38.31826874,11.10803416,1.027159413,5841,0,11.25023342,3.406291777,
3.988502211,1240,,,,72.76084602,11.0875333,1.73973957,7766,0,19.163035,3.797153507,
5.728943211,1335,,,,112.9812553,11.06018921,2.620855834,9539,0,28.85460305,3.915654712,
7.557586211,1430,,,,157.544006,11.03537536,3.673602718,11059,0,40.37645928,3.901976031,
9.349429961,1525,,,,210.4338655,11.00070612,4.877631669,12652,0,53.48682453,3.934532148,
11.18677871,1620,,,,277.5325828,10.95568085,6.559619711,14368,0,71.71794126,3.86980422,
12.92740621,1715,,,,349.7608859,10.89765357,8.435167442,16045,0,91.80294713,3.809927283,
14.68071671,1810,,,,433.7658882,10.72037646,10.97054937,17727,0,117.4270973,3.69394433,
16.46632821,1905,,,,433.7658882,10.72037646,10.97054937,17727,0,117.4270973,3.69394433,
18.23387096,2000,,,,433.7658882,10.72037646,10.97054937,17727,0,117.4270973,3.69394433,
