Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1000,,,,0.16935864,11.13143366,0.052171947,0,0,0.476852826,0,
2.395187125,1100,,,,27.63714967,11.11941465,0.492552685,5155,0,5.372015768,5.14485401,
4.275505625,1200,,,,60.3737953,11.10478373,1.021599296,7266,0,11.19530896,5.392907941,
6.155984375,1300,,,,99.54443368,11.08049736,1.766205151,9105,0,19.45725431,5.116098966,
7.980740875,1400,,,,139.5626221,11.05032064,2.653129429,10753,0,29.15226264,4.787392404,
9.826342625,1500,,,,181.2846229,11.01742884,3.664688614,12178,0,40.26257903,4.502566023,
11.76557563,1600,,,,234.8204334,10.97241435,5.127147746,13759,0,56.13396576,4.183220846,
13.57368688,1700,,,,304.5318214,10.90630175,7.243216521,15439,0,78.85530023,3.861921266,
15.48599163,1800,,,,389.5297647,10.81410485,10.03293814,17375,0,108.3185927,3.596201695,
17.41302538,1900,,,,389.5297647,10.81410485,10.03293814,17375,0,108.3185927,3.596201695,
19.36071038,2000,,,,389.5297647,10.81410485,10.03293814,17375,0,108.3185927,3.596201695,
