Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,17.13770861,11.14710206,0.513179802,3486,0,5.574048989,3.076168855,
2.343076705,1145,,,,44.94129685,11.13239752,1.062753649,5778,0,11.73168434,3.83140166,
4.123820205,1240,,,,81.92048243,11.1081429,1.83299087,7703,0,20.15356701,4.065110038,
5.863706955,1335,,,,125.1629419,11.08527952,2.753764222,9373,0,30.32310242,4.127857012,
7.691148705,1430,,,,172.2818332,11.05060863,3.866835159,10886,0,42.56507103,4.047668581,
9.454365955,1525,,,,225.6103466,11.01547613,5.229957395,12437,0,57.49618978,3.924312348,
11.2621137,1620,,,,293.6017216,10.97155354,6.969642413,14133,0,76.40913337,3.842530737,
13.1202077,1715,,,,365.5217885,10.90820254,8.97843404,15725,0,97.75579858,3.739192627,
14.8720637,1810,,,,418.011857,10.24048851,10.92980602,16779,0,111.6584095,3.743682193,
16.6923877,1905,,,,418.011857,10.24048851,10.92980602,16779,0,111.6584095,3.743682193,
18.43667745,2000,,,,418.011857,10.24048851,10.92980602,16779,0,111.6584095,3.743682193,
