Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,6.954605220168877,7.439275286265778,0.3744381596431003,0,0,2.654811030536353,0,,
2.351846229500137,1145,,,,17.795468470804273,7.432322097465937,0.6822935712285482,3931,0,4.949168651963461,3.5954461836123532,,
4.186395729500008,1240,,,,32.56828792335573,7.41907173177992,1.0869336404450525,5295,0,7.9014059649067665,4.122214084728097,,
5.962643479500104,1335,,,,50.99322846737244,7.405064442790673,1.5695006775760727,6570,0,11.465931064624685,4.447793943369296,,
7.7177997295002,1430,,,,71.22317067061532,7.388387869025688,2.0970970925920875,7764,0,15.367608501168295,4.634820129245222,,
9.54740997950011,1525,,,,96.55183288936267,7.371064521884629,2.7452784051841648,9064,0,20.108353022849638,4.80177583131969,,
11.343763979500253,1620,,,,127.43629030384173,7.348254367037913,3.555373403014374,10445,0,25.989271741671303,4.903503541603275,,
13.11589997950019,1715,,,,165.90713427126474,7.320513528053856,4.461372604259688,11932,0,32.523425847593714,5.101352261332836,,
14.951956979500315,1810,,,,206.5606191139277,7.291145762742694,5.384176029713205,13245,0,39.1350287655258,5.278228307487348,,
16.750447479500245,1905,,,,242.38821417525386,7.259467732545642,6.492643316551986,14392,0,47.013974858279546,5.155672398306912,,
18.51308747950001,2000,,,,274.4826204228185,7.2265033560197605,7.622056137262854,15292,0,54.930650227793784,4.997082064142232,,
