Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,5.528822329171525,7.409638574851522,0.3448868181114465,0,0,2.4187413021656132,0,,
2.2211817582614723,1145,,,,15.45264196910138,7.402625941101033,0.5951455319192209,3716,0,4.280935410417078,3.609929037942893,,
3.9377262582622463,1240,,,,29.23178941245524,7.393497382237525,0.9304613460423983,5050,0,6.740196224329329,4.337337465761388,,
5.721873758261651,1335,,,,45.26544616583168,7.381099330548873,1.3438569634376574,6294,0,9.808998460683837,4.614994135965304,,
7.429349508260191,1430,,,,63.94886954888003,7.366515057829713,1.7969414017951624,7422,0,13.084513874781987,4.887456044415567,,
9.270864508264513,1525,,,,88.11333189631534,7.349705645979301,2.346916083415155,8684,0,17.13520745851635,5.142780535051626,,
11.033120508262515,1620,,,,115.8498001721903,7.329758493039636,3.008935173020441,10016,0,21.90345431924732,5.289200074075856,,
12.768785508263855,1715,,,,147.2013808240322,7.307023852317961,3.816974932407559,11363,0,27.779298244497703,5.299052826775528,,
14.532923758262394,1810,,,,180.7329019855263,7.281140989178249,4.668111454655675,12628,0,33.84541316653491,5.3404503431182775,,
16.26482150826454,1905,,,,212.9139222430115,7.253667000000107,5.628251468030464,13699,0,40.694575107325605,5.232095750621191,,
17.986422008261084,2000,,,,239.86210192949937,7.22512832862396,6.623089902667928,14660,0,47.61301488109249,5.037829014745334,,
