Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1000,,,,-0.210012651,11.11224267,0.048391481,0,0,0.403604557,0,
1.942017551,1100,,,,28.08375883,11.10080605,0.422734551,4705,0,4.575502696,6.140091987,
3.403059551,1200,,,,59.49107827,11.08696813,0.900822936,6590,0,9.828360724,6.053108547,
4.864738801,1300,,,,98.80896343,11.0664106,1.576574884,8318,0,17.29895348,5.712002709,
6.345621551,1400,,,,136.1828074,11.04277628,2.344288335,9688,0,25.76226752,5.286168951,
7.793248801,1500,,,,180.9041842,11.01309185,3.39572478,11045,0,37.20596334,4.862262664,
9.248722051,1600,,,,235.7413074,10.96651067,4.896675368,12481,0,53.45995963,4.410140809,
10.74722355,1700,,,,303.346175,10.89631726,6.926793538,14005,0,75.36903934,4.024885637,
12.24615655,1800,,,,386.1933025,10.81158809,9.713554966,15626,0,104.9475268,3.679881582,
13.8565128,1900,,,,394.0974145,9.60706888,10.93568176,15770,0,104.9566641,3.754869038,
15.47434355,2000,,,,394.0974145,9.60706888,10.93568176,15770,0,104.9566641,3.754869038,
