Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1000,,,,-1.236000725,11.10651211,0.140380826,0,0,1.455519435,0,
2.385520051,1100,,,,24.21419369,11.09972834,0.403927776,4758,0,4.362512103,5.550637752,
4.220652551,1200,,,,51.64212732,11.08607936,0.813554626,6772,0,8.866553117,5.824509365,
6.068288551,1300,,,,88.20903614,11.06701854,1.430952232,8591,0,15.70612239,5.616386118,
7.864204301,1400,,,,127.7890626,11.04306374,2.186012169,10109,0,24.01220065,5.321842969,
9.674925551,1500,,,,164.8475689,11.0139274,3.048559509,11452,0,33.42183545,4.932380951,
11.5728903,1600,,,,219.6887501,10.97247045,4.313014184,12974,0,47.18702159,4.655731894,
13.41352455,1700,,,,283.2479313,10.91700179,6.090934895,14565,0,66.33934314,4.26977437,
15.3651138,1800,,,,356.9696627,10.84320169,8.353070868,16268,0,90.34800963,3.951082758,
17.3217388,1900,,,,426.5829688,10.64830061,10.92957398,17845,0,116.2688734,3.66894173,
19.1776593,2000,,,,426.5829688,10.64830061,10.92957398,17845,0,116.2688734,3.66894173,
