Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1000,,,,0.10178073007029927,7.437147463525403,0.1054860841130431,0,0,0.6497996430313469,0,,
2.385001310750004,1100,,,,8.591170094473682,7.433067248010244,0.25109085397977415,130,0,1.7294220133881428,4.968695999647512,,
4.144052810750041,1200,,,,20.224473203797206,7.428277235039198,0.4322257256585974,4198,0,3.0722777434885846,6.583480173613024,,
6.0107490607500305,1300,,,,35.14728910485643,7.419702322480221,0.7371806830700629,5450,0,5.332104446914889,6.593097572142959,,
7.786631310749998,1400,,,,51.69070244479347,7.409505099752086,1.0875698798900453,6562,0,7.94475839299119,6.50657703932901,,
9.620714810750018,1500,,,,71.66428514433638,7.396924709956389,1.5113231268334388,7587,0,11.041418159721553,6.4905534148956265,,
11.476654810749983,1600,,,,91.90920412241566,7.382175530065605,2.0102148375463034,8565,0,14.678352765875596,6.261617069060391,,
13.365633560750004,1700,,,,116.70205908600491,7.359932136753474,2.6936991558202554,9646,0,19.665392802588407,5.934424830750672,,
15.158993310750024,1800,,,,146.71801550460046,7.333954558963387,3.54461399833396,10758,0,25.85884477425941,5.6738484919783625,,
16.942788810750052,1900,,,,178.9337991463864,7.302019857892229,4.6476911970377355,11868,0,33.78452324498447,5.296395939095923,,
18.76809606075002,2000,,,,207.36612450035076,7.270961859744233,5.680542003389197,12691,0,41.12404131385115,5.044373112041145,,
