Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,12.86183731,11.11853397,0.501605555,3534,0,5.446113235,2.361955937,
2.559733598,1145,,,,36.57648365,11.10296023,0.995249483,5831,0,10.92382065,3.348562125,
4.357254848,1240,,,,69.38979725,11.08146067,1.730509397,7816,0,19.03192511,3.646490739,
6.197865848,1335,,,,109.8727301,11.05561819,2.558652037,9596,0,28.14889493,3.90364721,
8.008764598,1430,,,,150.8203688,11.02621373,3.548277144,11189,0,38.97323099,3.869982206,
9.706312348,1525,,,,200.9951727,10.99311022,4.703273665,12743,0,51.6116877,3.89461017,
11.5026511,1620,,,,265.890072,10.94821375,6.190398874,14601,0,67.59466344,3.933690459,
13.40052785,1715,,,,333.9309412,10.88821128,7.984713419,16341,0,86.74232171,3.849727882,
15.18195335,1810,,,,417.2395,10.81036262,10.34143343,18133,0,111.6451429,3.737236215,
16.98913035,1905,,,,417.2395,10.81036262,10.34143343,18133,0,111.6451429,3.737236215,
18.71143185,2000,,,,417.2395,10.81036262,10.34143343,18133,0,111.6451429,3.737236215,
