Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1000,,,,-0.488350318,11.12517859,0.067002063,0,0,0.631313101,0,
2.379798333,1100,,,,27.45958778,11.11327756,0.423613358,4678,0,4.589731352,5.984981803,
4.211127833,1200,,,,58.13719719,11.10003018,0.883583074,6638,0,9.664626259,6.015800079,
6.094808333,1300,,,,95.92743547,11.07744165,1.538722573,8377,0,16.9495368,5.659672104,
7.947075583,1400,,,,132.4107516,11.05605558,2.282202505,9761,0,25.09445561,5.276553174,
9.807667833,1500,,,,172.7135243,11.02286133,3.21907366,11081,0,35.29030717,4.894092485,
11.68425133,1600,,,,223.924506,10.97655764,4.618984954,12576,0,50.53229955,4.431438207,
13.54606058,1700,,,,285.3384922,10.91714187,6.490340717,14159,0,70.70452288,4.035757293,
15.51226383,1800,,,,366.1986211,10.83501204,9.028539952,15890,0,97.66644059,3.749497478,
17.41624908,1900,,,,405.4631665,10.13014213,10.93171403,16700,0,110.5899971,3.666382117,
19.23222808,2000,,,,405.4631665,10.13014213,10.93171403,16700,0,110.5899971,3.666382117,
