Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,7.715095042185984,7.422834326207211,0.2813077080969669,0,0,1.9549601601197293,0,,
2.402429742500046,1145,,,,19.724841135546157,7.414310656288775,0.5543624507700895,3995,0,3.9804951373056836,4.95689362948711,,
4.230097992500011,1240,,,,35.645303092682404,7.403062393212849,0.9569144747293017,5360,0,6.952768961007939,5.1272225748388,,
6.157855492500029,1335,,,,53.138256836533834,7.38682330343334,1.451738836683128,6593,0,10.576392718760165,5.024413897500718,,
8.019482242499896,1430,,,,74.98890646553741,7.367611333447718,2.0578642223905734,7734,0,15.036611159723032,4.98739930986151,,
9.877635242500064,1525,,,,103.52037742356964,7.345968515761676,2.800256409590497,8936,0,20.432145487406267,5.066783959227192,,
11.739984492499893,1620,,,,134.079808318542,7.317775629864625,3.73639064068191,10185,0,27.16734514247464,4.935432858281166,,
13.62082699250006,1715,,,,172.86867766213848,7.2826251457434665,4.803838437327653,11399,0,34.84970271361714,4.9604337055317655,,
15.487725242500009,1810,,,,215.0546809386654,7.24572863256604,6.217048931243401,12573,0,44.882776834149695,4.79193312365123,,
17.3864022425001,1905,,,,263.4257259029373,7.191428433353158,7.744630261540765,13825,0,55.493765427396475,4.746962910466913,,
19.236751492500073,2000,,,,298.12663825354326,7.14412868470472,9.253615097640234,14683,0,66.00737310537835,4.516627714218188,,
