Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,17.16191207,11.10935641,0.534842627,3398,0,5.782978939,2.970378346,
2.215664737,1145,,,,44.0971895,11.0949149,1.082124943,5774,0,11.87115491,3.714888794,
3.924170987,1240,,,,83.56648705,11.06995607,1.88500534,7720,0,20.70167871,4.036801136,
5.622958487,1335,,,,128.8297174,11.04085649,2.884152454,9453,0,31.66378444,4.068861106,
7.300085987,1430,,,,179.091714,11.00571854,4.067412189,10889,0,44.62743219,4.013322091,
9.067219987,1525,,,,239.4551686,10.96716776,5.539358168,12445,0,60.52776309,3.95633751,
10.84696549,1620,,,,311.5307614,10.91756709,7.359639302,13968,0,80.1839105,3.885218277,
12.54007699,1715,,,,386.1137248,10.8519492,9.54601172,15452,0,103.5335529,3.729388701,
14.24864899,1810,,,,412.3854164,9.728865059,10.94537407,15873,0,106.3553255,3.877464279,
15.99044149,1905,,,,412.3854164,9.728865059,10.94537407,15873,0,106.3553255,3.877464279,
17.75654774,2000,,,,412.3854164,9.728865059,10.94537407,15873,0,106.3553255,3.877464279,
