Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,15.24844154,11.10051331,0.376582161,3278,0,4.062421053,3.757053091,
2.313101061,1145,,,,40.67848131,11.08742872,0.841884354,5932,0,9.203041845,4.420403642,
4.204976061,1240,,,,73.05499443,11.07090967,1.47534251,7879,0,16.2259941,4.502715075,
6.039727561,1335,,,,113.4490713,11.04637807,2.299764264,9558,0,25.31473905,4.481630947,
7.869852061,1430,,,,154.8243365,11.01941023,3.271816138,11072,0,35.91815581,4.310631476,
9.747175061,1525,,,,204.3426654,10.98689675,4.482073841,12592,0,49.12772463,4.159498107,
11.63544631,1620,,,,261.2614901,10.94238581,5.923624702,14071,0,64.72853728,4.036301466,
13.46970506,1715,,,,331.2902966,10.88643808,7.785664743,15743,0,84.65907821,3.9132611,
15.34361031,1810,,,,417.5645079,10.80478062,10.42550416,17508,0,112.4650602,3.712858662,
17.24898581,1905,,,,417.5645079,10.80478062,10.42550416,17508,0,112.4650602,3.712858662,
19.07348481,2000,,,,417.5645079,10.80478062,10.42550416,17508,0,112.4650602,3.712858662,
