Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,11.973632060700375,11.0973645358705,0.2044661979002061,3234,0,2.115311203810449,5.65989452349503,,
2.391310778499994,1145,,,,33.529668836244944,11.089730678042304,0.44321290052711265,5029,0,4.787611611169174,7.005345090585147,,
4.234018778499996,1240,,,,60.09276269434003,11.078292335701061,0.848969123201196,6688,0,9.273137806684563,6.480507214636874,,
6.113548278499996,1335,,,,92.45841732113776,11.060259353535013,1.3788813153731385,8158,0,15.11597640159726,6.116716331114619,,
7.964330528499993,1430,,,,123.56715366623928,11.042257503446343,2.016192836297459,9320,0,22.155039056103288,5.577416857529707,,
9.809008278499997,1525,,,,159.76423251129586,11.019509239722534,2.8367364189243953,10512,0,31.13853314006939,5.1308487161935785,,
11.6858445285,1620,,,,209.15468052706572,10.9805574584278,4.030577042887799,11874,0,44.135088127044995,4.738986517651557,,
13.561115028499998,1715,,,,265.70480135014196,10.934263192829965,5.566594887200296,13251,0,60.715542077372255,4.376319281121204,,
15.398801528499991,1810,,,,334.2929651773618,10.870168514203556,7.6559165482492535,14661,0,83.04864822654056,4.025284176947442,,
17.270800778499996,1905,,,,406.6729944358315,10.792966572649927,10.16854437253573,16013,0,109.5419835098733,3.7125055313945423,,
19.136348028499988,2000,,,,410.98503158921375,10.041162499036382,10.966374029200235,16044,0,109.84278893775831,3.7415779804224427,,
