Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,15.56942399,11.12507125,0.393955795,3255,0,4.251674661,3.663754071,
2.407239544,1145,,,,38.70698627,11.11278641,0.837205483,5900,0,9.206619999,4.204821672,
4.254994794,1240,,,,74.15385241,11.09302422,1.482015597,7856,0,16.30647674,4.54792452,
6.131774294,1335,,,,112.0814145,11.06894863,2.286106962,9566,0,25.21095319,4.44610609,
8.061345044,1430,,,,151.5880242,11.04025679,3.188145778,11068,0,35.05949767,4.323826864,
9.884659294,1525,,,,201.7696633,11.00917335,4.308332972,12627,0,47.34442479,4.262182166,
11.70682454,1620,,,,259.7967382,10.97044155,5.745802318,14213,0,62.93556416,4.128046439,
13.60511779,1715,,,,328.226046,10.91579229,7.504810371,15877,0,81.83312193,4.010941496,
15.45476979,1810,,,,414.2463697,10.83381817,9.999643532,17754,0,108.2342523,3.827349297,
17.27619279,1905,,,,417.6962872,9.60033007,10.92096724,17792,0,104.7446259,3.987763029,
19.17570704,2000,,,,417.6962872,9.60033007,10.92096724,17792,0,104.7446259,3.987763029,
