Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,14.15469986,11.14934659,0.464486506,3453,0,5.069866825,2.792359649,
2.218004659,1145,,,,40.97875572,11.13343003,0.93793729,5476,0,10.28495619,3.984807763,
4.010414909,1240,,,,75.37609271,11.1148038,1.621317881,7305,0,17.84290598,4.224930086,
5.753861159,1335,,,,117.8489753,11.09051832,2.468554419,8954,0,27.31578505,4.314880619,
7.492494659,1430,,,,160.4390138,11.06091977,3.393803756,10431,0,37.45270421,4.283861907,
9.273770159,1525,,,,214.3869596,11.02973094,4.66808439,11869,0,51.30931194,4.17835808,
11.03141641,1620,,,,279.7192992,10.98692406,6.244319035,13289,0,68.38811155,4.09021026,
12.81289291,1715,,,,353.5014115,10.92897773,8.19028262,14809,0,89.45655973,3.951685875,
14.53614591,1810,,,,444.7375528,10.75892087,10.96579607,16441,0,117.6841766,3.779127088,
16.32141566,1905,,,,444.7375528,10.75892087,10.96579607,16441,0,117.6841766,3.779127088,
18.07811816,2000,,,,444.7375528,10.75892087,10.96579607,16441,0,117.6841766,3.779127088,
