Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,12.8990110463288,11.134948993445189,0.1663842239766002,2226,0,1.7211600600760868,7.492933945484804,,
2.431868934250157,1145,,,,31.53381346651633,11.128038510587626,0.38922349013319135,5200,0,4.187351931804188,7.532264232526319,,
4.266859684250318,1240,,,,57.06678327336033,11.117334708318932,0.734448149292466,6782,0,8.035095350101374,7.102486244296297,,
6.219250934250188,1335,,,,81.16197482122148,11.104262538138416,1.1443734518798483,8098,0,12.556692951219127,6.463674266918342,,
8.125474684250355,1430,,,,111.00689865137285,11.086242984954447,1.7164597923825469,9380,0,18.88563238803571,5.877926846220238,,
9.958552934250422,1525,,,,144.27098932940478,11.063803982400314,2.4219008221467697,10639,0,26.67478479853417,5.408631264760351,,
11.778984434250743,1620,,,,185.3496267359082,11.029504815089842,3.4338193978029805,12048,0,37.74676996151066,4.910410132712621,,
13.688928434250224,1715,,,,231.58648177821664,10.986968958273154,4.717842620607726,13409,0,51.67013062612667,4.482057672848775,,
15.527778434250504,1810,,,,282.77315714930336,10.932499685949175,6.387955025671027,14769,0,69.77992210344055,4.05236169352278,,
17.366817184249964,1905,,,,335.104692745509,10.86998200998046,8.280229512819805,15980,0,89.8469613850202,3.7297286291549714,,
19.274270684250347,2000,,,,369.6811994282182,10.819738835092117,9.819599623498826,16674,0,106.04780131596252,3.4860337757833517,,
