Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,15.26321132,11.12856873,0.296532159,3378,0,3.185545383,4.792299974,
2.266682708,1145,,,,37.78894513,11.11756781,0.627683732,5332,0,6.889843926,5.4864078,
3.967578958,1240,,,,70.33706239,11.10332006,1.148213853,7081,0,12.66440285,5.555751632,
5.746997458,1335,,,,107.7809383,11.0819855,1.822731904,8623,0,20.07627986,5.368792533,
7.475969458,1430,,,,148.0361057,11.05726151,2.614359652,9900,0,28.81756396,5.137154392,
9.215834458,1525,,,,187.2221522,11.0282332,3.53200829,11090,0,38.82115404,4.82271834,
11.02000496,1620,,,,239.5509301,10.98954983,4.837420253,12416,0,52.96418165,4.523158853,
12.73328421,1715,,,,300.4357559,10.93570627,6.559359245,13863,0,71.60013565,4.196073126,
14.54295171,1810,,,,376.3042512,10.86457452,8.813374166,15341,0,95.55842412,3.937959059,
16.26378396,1905,,,,432.6055881,10.4500548,10.94707188,16446,0,114.3451296,3.783331588,
18.00939196,2000,,,,432.6055881,10.4500548,10.94707188,16446,0,114.3451296,3.783331588,
