Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,19.07711046,11.12532358,0.40792943,3331,0,4.414256119,4.322701124,
2.388435504,1145,,,,48.30404717,11.10618202,0.896417237,5852,0,9.86148269,4.89824817,
4.267878004,1240,,,,84.39110958,11.08429505,1.636791267,7759,0,17.99742805,4.689794321,
6.090087754,1335,,,,125.6981604,11.05185269,2.49015379,9415,0,27.36903557,4.593037765,
7.927114754,1430,,,,169.6200812,11.01468254,3.521391407,10853,0,38.71533195,4.381349202,
9.776199504,1525,,,,221.1396317,10.97371551,4.839040677,12271,0,52.96369077,4.175364967,
11.6032905,1620,,,,279.8488285,10.92726348,6.340527457,13716,0,69.15329151,4.046832835,
13.4865015,1715,,,,351.496056,10.85938715,8.396401259,15319,0,90.94665441,3.864925764,
15.37290375,1810,,,,426.2347999,10.59283685,10.91300282,16918,0,115.4166714,3.693023974,
17.22521775,1905,,,,426.2347999,10.59283685,10.91300282,16918,0,115.4166714,3.693023974,
19.03794375,2000,,,,426.2347999,10.59283685,10.91300282,16918,0,115.4166714,3.693023974,
