Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,16.06552333,11.11988619,0.5211311,3496,0,5.65342616,2.842191367,
2.316102073,1145,,,,38.67649588,11.10500742,0.986654579,5764,0,10.7717617,3.590751819,
4.007389323,1240,,,,69.4509514,11.08600068,1.638333902,7711,0,18.01523165,3.855236589,
5.763207573,1335,,,,103.6813167,11.0659285,2.407490578,9450,0,26.5937813,3.898888078,
7.473570823,1430,,,,142.2717168,11.04609193,3.291452189,11039,0,36.17096138,3.933419524,
9.245910323,1525,,,,187.3130094,11.02846207,4.302567631,12748,0,47.36022666,3.955232438,
10.96770757,1620,,,,244.6584249,10.98948182,5.70155296,14642,0,62.62428727,3.906791372,
12.77823057,1715,,,,324.7793808,10.93082209,7.38879381,16767,0,80.54147316,4.0324956,
14.47041482,1810,,,,389.8705616,10.85989683,9.425488505,18510,0,102.3715338,3.80841077,
16.29145207,1905,,,,447.1111302,10.26013538,11.0044732,19716,0,112.9031652,3.960144909,
18.05101432,2000,,,,447.1111302,10.26013538,11.0044732,19716,0,112.9031652,3.960144909,
