Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1000,,,,1.363342407,11.09365836,0.194125135,0,0,2.043071642,0.269593553,
2.416419308,1100,,,,31.71882254,11.08470973,0.514925146,5114,0,5.554728188,5.710555443,
4.306450558,1200,,,,64.63221167,11.06803274,1.064568765,7145,0,11.64599587,5.55011237,
6.191708558,1300,,,,102.9358566,11.04498645,1.842020868,8954,0,20.21996356,5.090916102,
8.023114058,1400,,,,141.8428291,11.01464217,2.727717791,10489,0,29.92743728,4.739629605,
9.871890058,1500,,,,183.3606159,10.97855226,3.860752799,11851,0,42.21480776,4.3435664,
11.80199431,1600,,,,234.4787111,10.92713764,5.461173189,13357,0,59.52855084,3.938943064,
13.64632531,1700,,,,307.7766741,10.86102975,7.684746888,15005,0,83.32888833,3.693569265,
15.45661281,1800,,,,390.5956095,10.75373448,10.87899292,16827,0,116.9303973,3.340448673,
17.42549731,1900,,,,390.5956095,10.75373448,10.87899292,16827,0,116.9303973,3.340448673,
19.32269531,2000,,,,390.5956095,10.75373448,10.87899292,16827,0,116.9303973,3.340448673,
