Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,19.08492194,11.11461978,0.481109273,3350,0,5.214867857,3.661806225,
2.229243872,1145,,,,46.8588517,11.10135123,1.005216531,5425,0,11.05459472,4.239262621,
3.920441872,1240,,,,85.0283104,11.07985553,1.757702666,7221,0,19.36833592,4.39046415,
5.724410122,1335,,,,131.63879,11.05191456,2.6973023,8823,0,29.6427257,4.440937877,
7.480724872,1430,,,,177.5333691,11.02098889,3.738815895,10249,0,41.08968571,4.320868926,
9.300137122,1525,,,,229.3304599,10.98382188,5.059075604,11665,0,55.51360913,4.131121874,
11.02411412,1620,,,,289.0238186,10.93811754,6.583909739,13115,0,71.87352998,4.021290979,
12.75731337,1715,,,,354.9446662,10.88209926,8.576646745,14643,0,93.25533947,3.806290936,
14.50856987,1810,,,,423.1062125,10.5947494,10.97335744,16217,0,116.1203736,3.643704458,
16.29142862,1905,,,,423.1062125,10.5947494,10.97335744,16217,0,116.1203736,3.643704458,
18.01727737,2000,,,,423.1062125,10.5947494,10.97335744,16217,0,116.1203736,3.643704458,
