Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,17.22789098,11.13248846,0.517660379,3385,0,5.639884393,3.055965379,
2.297816249,1145,,,,42.14879994,11.11496013,1.033688276,5809,0,11.35613364,3.712080229,
4.031325749,1240,,,,78.07393258,11.09367689,1.802563386,7753,0,19.82076407,3.939243373,
5.697682749,1335,,,,118.4340259,11.06663235,2.6854472,9493,0,29.59449832,4.001984057,
7.478681999,1430,,,,160.5601434,11.04069197,3.70167087,11011,0,40.67479173,3.947501859,
9.276037999,1525,,,,216.9652568,11.00530576,5.051510108,12601,0,55.48888957,3.910258732,
11.020113,1620,,,,281.9524084,10.95698147,6.731060804,14237,0,73.61846442,3.830006841,
12.72521225,1715,,,,356.715692,10.89445093,8.725277067,15783,0,94.94860167,3.757009984,
14.538857,1810,,,,418.0758436,10.43879999,10.95783678,17158,0,114.2330287,3.659865384,
16.2478055,1905,,,,418.0758436,10.43879999,10.95783678,17158,0,114.2330287,3.659865384,
18.0340005,2000,,,,418.0758436,10.43879999,10.95783678,17158,0,114.2330287,3.659865384,
