Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1050,,,,21.52497339,11.13810197,0.565968442,3434,0,6.185720974,3.479862342,
2.260348558,1145,,,,54.2104946,11.11916829,1.158611918,5655,0,12.75265203,4.251164775,
3.971154058,1240,,,,97.98367965,11.09475964,2.028459401,7544,0,22.3887522,4.376830036,
5.661924308,1335,,,,143.2212381,11.0628901,3.144081697,9186,0,34.69083641,4.128633085,
7.358065558,1430,,,,191.3819593,11.02690335,4.3494102,10599,0,47.80770739,4.003215227,
9.155357808,1525,,,,249.4320006,10.99210486,5.90618484,12077,0,64.68536255,3.856128551,
10.89768531,1620,,,,316.0558454,10.943495,7.70246001,13626,0,84.11183793,3.757610783,
12.70696281,1715,,,,389.2657871,10.87421163,9.984698741,15133,0,108.4342637,3.589903937,
14.40626681,1810,,,,389.2657871,10.87421163,9.984698741,15133,0,108.4342637,3.589903937,
16.11582731,1905,,,,389.2657871,10.87421163,9.984698741,15133,0,108.4342637,3.589903937,
17.78851381,2000,,,,389.2657871,10.87421163,9.984698741,15133,0,108.4342637,3.589903937,
