Time (s),ESC signal (탎),Servo 1 (탎),Servo 2 (탎),Servo 3 (탎),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
0,1000,,,,2.545193009,11.13480845,0.072687319,0,0,0.696345469,0,
2.467228086,1100,,,,35.73085984,11.12096279,0.542621167,5051,0,5.91070739,6.045874628,
4.297462586,1200,,,,70.72673011,11.10234713,1.126021364,7026,0,12.34539427,5.729473517,
6.125286836,1300,,,,112.5915578,11.07472666,1.977137954,8732,0,21.7755794,5.170579111,
8.035302336,1400,,,,152.6146262,11.04702858,2.863934026,10067,0,31.47945629,4.848089101,
9.909681336,1500,,,,202.4639666,11.00634489,4.149904843,11402,0,45.49910144,4.44990592,
11.77063784,1600,,,,258.1133008,10.95351314,5.965478993,12879,0,65.2633072,3.955034376,
13.69329334,1700,,,,333.1510953,10.8767199,8.444365511,14516,0,91.67834281,3.633930764,
15.54595459,1800,,,,388.1154185,10.14036437,10.91905269,15523,0,110.5841166,3.509698189,
17.37755584,1900,,,,388.1154185,10.14036437,10.91905269,15523,0,110.5841166,3.509698189,
19.25863734,2000,,,,388.1154185,10.14036437,10.91905269,15523,0,110.5841166,3.509698189,
