Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,5.028268789060941,7.419333428933797,0.16983324174742953,0,0,1.1295934007651174,0,,
2.525631289000262,1145,,,,17.175107448208486,7.414151716108319,0.32384481072283144,3896,0,2.274302437208681,7.552661639657535,,
4.367754789000237,1240,,,,31.854887044433074,7.407713577273088,0.5774404214265312,5251,0,4.129939802776103,7.713938598946435,,
6.259877789000235,1335,,,,49.34415257855461,7.39739024484342,0.8921034393099518,6522,0,6.457293334254191,7.642181026965836,,
8.102677789000271,1430,,,,68.07773193925338,7.385380108214574,1.294292946266852,7687,0,9.440640343300652,7.211389861495846,,
9.983459789000241,1525,,,,90.74573112048019,7.370231864242167,1.829194927178131,8851,0,13.345801782661056,6.799725055132556,,
11.807079539000242,1620,,,,114.8447036964891,7.354031941510067,2.410347559880701,9959,0,17.59034245814518,6.529044526469174,,
13.639727539000242,1715,,,,142.1851270595979,7.333168314496615,3.123771762977425,11131,0,22.75114931635504,6.249675625576842,,
15.543538539000256,1810,,,,176.2255997214722,7.3068717621194255,4.076834400008413,12411,0,29.647418550610553,5.944546776997939,,
17.37413628900023,1905,,,,213.46739134453574,7.2695313056866,5.2788146758754415,13631,0,38.189873909465526,5.589661989351384,,
19.280824289000257,2000,,,,247.09021802861932,7.239069219626378,6.309383187438968,14561,0,45.56756599462538,5.422608022743324,,
