Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,18.184184586078597,11.127943076055953,0.5200928186394761,3521,0,5.641157993318991,3.224286755526671,,
2.1931243195000567,1145,,,,43.59706293182143,11.112765983441847,1.061774221778115,5788,0,11.691688935341414,3.7290282504719534,,
3.886580319500086,1240,,,,79.70279732255176,11.089973817814565,1.8346870195510987,7800,0,20.175895889258875,3.950646949774591,,
5.61845306950009,1335,,,,119.32843316353082,11.062439409142195,2.7745457201687094,9545,0,30.527166775325373,3.909244318118642,,
7.337704569500173,1430,,,,163.35688245367157,11.028799168244863,3.8356005873512435,11075,0,42.184675699095024,3.8725373025756813,,
9.0737765695001,1525,,,,214.37774770600888,10.998202627489713,5.169469753034576,12630,0,56.68767522644115,3.781963941194709,,
10.741542819500065,1620,,,,277.55430541635957,10.949275499031415,6.908700114326072,14359,0,75.47750564987149,3.677323724106154,,
12.407201069500111,1715,,,,351.92714555123626,10.886988074440499,8.866885326660631,15907,0,96.38393064783585,3.651335319323137,,
14.162467069500124,1810,,,,409.88012622707436,10.378327199857896,10.99835428867782,17126,0,113.95874787579771,3.5967494692874227,,
15.910210819500055,1905,,,,374.11874864394287,8.729817112064927,10.948201305548185,16476,0,95.50011763251185,3.917478129127733,,
17.655106319500135,2000,,,,350.29605971122953,7.796591017896307,10.968065873068117,16014,0,85.40995310923213,4.101374426957517,,
