Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,3.3289831397000014,7.436137177421773,0.1784342967618296,0,0,1.1878652867146058,0,,
2.2122015464995988,1145,,,,10.56315966557388,7.432443383666237,0.30149132515237287,2953,0,2.1077217630542306,5.014556952766514,,
3.9924635464997023,1240,,,,19.080938730189853,7.427812209083994,0.4722257334970836,4002,0,3.3663491128144747,5.669846635007187,,
5.769601296499698,1335,,,,30.60107021002693,7.419775188625032,0.70397876332977,5017,0,5.117070797937976,5.981372404383427,,
7.446186546499608,1430,,,,43.172116391618296,7.411225303283169,0.9811679060475663,5972,0,7.120192120664717,6.063960625526538,,
9.238513046499667,1525,,,,60.200294306700336,7.4011535770047985,1.3021793161426995,6960,0,9.509221071942672,6.331008176725032,,
11.016544796499609,1620,,,,79.53747818131721,7.3873559594493985,1.7164887270589895,7942,0,12.546167968043392,6.339635323971103,,
12.787216296499688,1715,,,,100.1693867527668,7.372530493115922,2.1629748988782413,8846,0,15.773121950295657,6.350884946975645,,
14.488327296499765,1810,,,,121.33327155382275,7.356202800018565,2.6649456491468406,9736,0,19.483976829115452,6.227418331280165,,
16.18964054649961,1905,,,,146.4066358510146,7.335843229913246,3.321437311792208,10620,0,24.22448974041236,6.043790010299577,,
17.84633804649976,2000,,,,168.55763808726238,7.313622799614777,3.9848603642974334,11373,0,28.94238937749636,5.824209727812618,,
