Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,21.996108996509907,11.120399920061882,0.453929243639022,2758,0,4.91390610837737,4.476682403742471,,
2.4339480020002693,1145,,,,57.12401741691973,11.104668015952956,1.0366634044483227,5782,0,11.372715861883343,5.02354081215791,,
4.273319002000313,1240,,,,101.00860975497123,11.079390350676922,1.8846845393522074,7613,0,20.756923295517595,4.866479793523148,,
6.1188075020002435,1335,,,,153.30799865663735,11.048598751324956,2.9562334667399113,9267,0,32.50389465277752,4.716672669823958,,
8.026656252000201,1430,,,,201.71782570851133,11.014661503847421,4.2028679138109055,10631,0,46.126761241063306,4.373318160609179,,
9.870673752000322,1525,,,,256.7071230626753,10.974674885893752,5.627401845399985,11906,0,61.608527561824395,4.16677556587963,,
11.753885002000235,1620,,,,318.56301181166464,10.927259699951412,7.346219725483108,13316,0,80.09313038135075,3.9774195561834795,,
13.612032002000186,1715,,,,389.58859396048155,10.861033053748885,9.673781287445934,14857,0,104.8988634859764,3.7139688357247014,,
15.474641002000194,1810,,,,402.2176098369701,9.58354650312732,10.9270081196376,15107,0,104.6590371987837,3.8431325218182524,,
17.352792502000323,1905,,,,366.1617359085616,8.006734586821333,10.924313779654842,14488,0,87.29831419213858,4.194386016069844,,
19.235354752000283,2000,,,,341.78325916876634,7.1169658536194245,10.939858150532888,14057,0,77.68095131454672,4.399886775098935,,
