Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,3.1228736988790584,7.4417724459553884,0.11431490627759548,0,0,0.7168979361930206,0,,
2.416626781249233,1145,,,,15.065262133176068,7.43805101327051,0.24513320144201517,3637,0,1.6937130894356038,8.895878028500285,,
4.229691781249549,1240,,,,26.641356658984122,7.430822652729884,0.4438648220246265,4861,0,3.1654768477641597,8.417589487305362,,
6.088791531249415,1335,,,,40.90393641021632,7.422149141722135,0.7310066765984079,5926,0,5.301048801094257,7.716469946160624,,
7.974985781249498,1430,,,,54.71965033011448,7.412431714557303,1.0355833679129918,6813,0,7.520404743341869,7.276312827001733,,
9.807717531249207,1525,,,,73.01838984342045,7.398671069219371,1.4519365035020118,7763,0,10.618504215733552,6.876572736186372,,
11.653492031249682,1620,,,,93.15796276031271,7.380503403691975,2.010389500329336,8768,0,14.670466831556201,6.350082983802669,,
13.537790781249573,1715,,,,119.21908877513445,7.35739050337596,2.694280689880772,9763,0,19.69793512901354,6.052424023017025,,
15.408735781249314,1810,,,,151.16920506915102,7.324904950284102,3.696358439206545,10854,0,26.928423695032812,5.613784885789393,,
17.270297281249242,1905,,,,183.5463776002525,7.286794819244186,4.846788937216243,11830,0,35.198593264580644,5.214640982464224,,
19.13936978124948,2000,,,,207.45152121758056,7.241331105046953,5.531972523044499,12524,0,39.926564664117436,5.195919441056559,,
