Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,13.844938974021318,11.139298541965667,0.2503038129787414,3086,0,2.671741079493935,5.183518809212126,,
2.2972396377500037,1145,,,,34.52563911443112,11.130006731135056,0.5556506550347386,5459,0,6.063775776708425,5.695839403817241,,
4.150900637749978,1240,,,,65.91270455066137,11.115183276255417,1.057957345744491,7335,0,11.639853688697869,5.664460996204395,,
5.955155137749995,1335,,,,100.32675628640422,11.096668332054522,1.6558431085635366,9051,0,18.226751025863663,5.504602876596392,,
7.822202387749985,1430,,,,140.74347491344489,11.07604454250868,2.3930646573645094,10509,0,26.41676912596703,5.327786488255363,,
9.640542887750001,1525,,,,179.29988061243404,11.052672059271597,3.2413940915223387,11925,0,35.68033183394767,5.025163694980912,,
11.430782387749991,1620,,,,221.73691620870488,11.022380694362665,4.256208003489329,13316,0,46.74538394953008,4.743575202292083,,
13.298478387749963,1715,,,,277.58246854609564,10.981701541552926,5.650806977197021,14743,0,61.862404269135425,4.48710958051289,,
15.114048887749963,1810,,,,340.6324431366939,10.929126775887173,7.42109551587162,16188,0,81.09383764480427,4.200519678575447,,
16.95626288774995,1905,,,,415.64900354806315,10.865169004317268,9.611620108152518,17795,0,104.29821588976253,3.9852136480440623,,
18.73394338774996,2000,,,,422.8469542939165,10.334318062709288,10.92446709713374,18017,0,112.71915300895728,3.7513602694522206,,
