Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,4.0853527273809105,7.396014311547917,0.35096058715421946,0,0,2.4693644879991186,0,,
2.3065443842530255,1145,,,,14.285306682177122,7.388711955984874,0.5995349113112602,3727,0,4.290880487996723,3.3290543613840433,,
4.0641866342552015,1240,,,,27.652908726535124,7.38000976916897,0.9588095706486293,5004,0,6.953802303058444,3.977136284924943,,
5.825777134254575,1335,,,,44.23784235614197,7.365862031207503,1.4137400186525002,6237,0,10.259783993470528,4.312390641805016,,
7.627252884255351,1430,,,,63.174389310199444,7.349978384304821,1.8992608275894571,7349,0,13.840761090773395,4.56451743174438,,
9.423136634253712,1525,,,,87.98220224861649,7.332040320790338,2.5053435122510117,8549,0,18.251379577226178,4.820916439035561,,
11.27238938425556,1620,,,,119.87009596489388,7.308661455203982,3.3026370375021785,9825,0,24.047027231265865,4.984919332899143,,
13.047954884254931,1715,,,,154.1439637742764,7.279260269907963,4.262997286980445,11036,0,30.897655269327185,4.988884181851893,,
14.764675884250556,1810,,,,191.3625630014553,7.248432035393795,5.32656956615393,12169,0,38.47030806511861,4.974347504790831,,
16.549295884254573,1905,,,,232.61474140444705,7.210696312628514,6.654095324055987,13302,0,47.808908768313884,4.865546910493322,,
18.367240134251865,2000,,,,269.1905055423268,7.172882760572702,7.971058505155281,14199,0,57.063284460881604,4.717419874409865,,
