Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,5.295026980206615,7.429869998319189,0.17728101409902108,0,0,1.1764146158346434,0,,
2.4283212722501366,1145,,,,15.607143455945591,7.423975199874602,0.3612398049166589,3737,0,2.53522213691744,6.157623590035186,,
4.252218772250065,1240,,,,29.091760601985282,7.416315273342251,0.6429298769712033,5008,0,4.6446226538055555,6.263723513361835,,
6.1675660222500905,1335,,,,48.21388763438049,7.406010602963475,1.0228885529356966,6203,0,7.4355369521739,6.484426437277069,,
8.001204022250091,1430,,,,68.82408419365235,7.393188748494187,1.4531249572196379,7309,0,10.615191149277294,6.483563079830931,,
9.79647827225005,1525,,,,91.30060126622101,7.376608505455572,2.0240935178282355,8430,0,14.770456849731824,6.18139130154717,,
11.672782522250083,1620,,,,115.8936270701685,7.357859953998345,2.6318621852485906,9455,0,19.225607551895234,6.028100111043725,,
13.511353522250113,1715,,,,142.29865173515913,7.335799644711611,3.3731825008675473,10400,0,24.592695234103136,5.786235575565033,,
15.38296627225012,1810,,,,177.99151147068875,7.305814033764972,4.429080404517167,11536,0,32.20639589020991,5.526662572760605,,
17.218467272250052,1905,,,,215.18055875423622,7.268665210659923,5.707747230060028,12642,0,41.36408210398529,5.203000995574982,,
19.105931772250077,2000,,,,242.3970601142312,7.237732197074673,6.857283465326773,13443,0,49.48383527279721,4.89867859973561,,
