Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,7.9033073627532975,7.428061798801835,0.1949257780771664,0,0,1.310635940481779,0,,
2.38051350800069,1145,,,,19.925926561315283,7.420492973544012,0.41684401511828917,4191,0,2.957870017581736,6.736980565412098,,
4.149140508000553,1240,,,,37.56587332520803,7.410648715505237,0.7886716661177141,5647,0,5.703151558702132,6.587027732292561,,
5.997399758000858,1335,,,,55.55779695130294,7.397617656369516,1.2402214318707494,6892,0,9.0342926655205,6.149866154493499,,
7.852747008000686,1430,,,,77.04977958421607,7.37990618868813,1.798525693375834,8018,0,13.156380409638823,5.856593054100592,,
9.68990175800072,1525,,,,101.9447119877361,7.358996766729964,2.471237229137527,9179,0,18.062366704084496,5.6440681496136555,,
11.510888008000794,1620,,,,127.05151909327472,7.336604355776363,3.254413361951195,10199,0,23.729897357176764,5.354122293693846,,
13.426284758000449,1715,,,,164.83702075723147,7.30252998422147,4.413965499752196,11430,0,32.07696100063057,5.13884719571487,,
15.213215258000513,1810,,,,207.6741428664652,7.256672972023836,5.92984893518515,12792,0,42.899384894186824,4.8411402216215835,,
17.034272758000718,1905,,,,256.4743245964043,7.200499238689304,7.8096471354944015,14088,0,56.0553435728007,4.575406245836833,,
18.89178975800052,2000,,,,294.53445537550436,7.152756935330347,9.441216414051407,14952,0,67.33542145708316,4.374148920080154,,
