Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message,
0,1050,,,,6.292898513382548,7.4644239524325915,0.18157042183400157,0,0,1.214588120139458,0,,
2.3654408327499636,1145,,,,13.810773132457381,7.459530572821427,0.33563544689861147,3499,0,2.377876693408594,5.809715107346618,,
4.193521332749957,1240,,,,25.79056182697668,7.451232811939771,0.5836904104758449,4715,0,4.197502789158422,6.145115151742588,,
6.054462582749944,1335,,,,40.663597258240735,7.443965150244141,0.8976597734421834,5904,0,6.6014900114819115,6.160968407879304,,
7.947903082749969,1430,,,,57.671428796380695,7.4329189943489125,1.2600741506559177,6988,0,9.23518899840673,6.245118988998117,,
9.794149332750004,1525,,,,79.1529461122612,7.4187427454415555,1.727043592012872,8097,0,12.689275491048775,6.2381524804847,,
11.667773332750027,1620,,,,104.59577149886253,7.40110283401758,2.2883797383245374,9213,0,16.829490515182044,6.215074889447335,,
13.475928582749912,1715,,,,130.32761868312173,7.382788989760445,2.9025318233467323,10209,0,21.34114594078243,6.107026606443543,,
15.401175832749999,1810,,,,160.4538737121347,7.358867179684912,3.723984147028223,11211,0,27.2413203079309,5.890136070305174,,
17.241514582749968,1905,,,,196.5559033012388,7.329787309290252,4.750837092477107,12283,0,34.67151195189335,5.669342651643856,,
19.05918908274996,2000,,,,227.03641985971382,7.301356344063505,5.720889033102979,13030,0,41.60984177956145,5.456712652161282,,
